id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,overallMotivation,share,motivation,name,city,country
151,Robert C.,Richardson,6/26/1937,2/19/2013,USA,US,"Washington, DC",USA,US,"Ithaca, NY",male,1996,physics,,3,"""for their discovery of superfluidity in helium-3""",Cornell University,"Ithaca, NY",USA
150,Douglas D.,Osheroff,8/1/1945,0000-00-00,USA,US,"Aberdeen, WA",,,,male,1996,physics,,3,"""for their discovery of superfluidity in helium-3""",Stanford University,"Stanford, CA",USA
357,Thomas Huckle,Weller,6/15/1915,8/23/2008,USA,US,"Ann Arbor, MI",USA,US,"Needham, MA",male,1954,medicine,,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""","Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",USA
356,John Franklin,Enders,02/10/1897,9/8/1985,USA,US,"West Hartford, CT",USA,US,"Waterford, CT",male,1954,medicine,,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",Harvard Medical School,"Boston, MA",USA
356,John Franklin,Enders,02/10/1897,9/8/1985,USA,US,"West Hartford, CT",USA,US,"Waterford, CT",male,1954,medicine,,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""","Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",USA
358,Frederick Chapman,Robbins,8/25/1916,8/4/2003,USA,US,"Auburn, AL",USA,US,"Cleveland, OH",male,1954,medicine,,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",Western Reserve University,"Cleveland, OH",USA
72,Emilio Gino,Segr���,2/1/1905,4/22/1989,Italy,IT,Tivoli,USA,US,"Lafayette, CA",male,1959,physics,,2,"""for their discovery of the antiproton""",University of California,"Berkeley, CA",USA
73,Owen,Chamberlain,7/10/1920,2/28/2006,USA,US,"San Francisco, CA",USA,US,"Berkeley, CA",male,1959,physics,,2,"""for their discovery of the antiproton""",University of California,"Berkeley, CA",USA
805,George F.,Smoot,2/20/1945,0000-00-00,USA,US,"Yukon, FL",,,,male,2006,physics,,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",University of California,"Berkeley, CA",USA
804,John C.,Mather,8/7/1946,0000-00-00,USA,US,"Roanoke, VA",,,,male,2006,physics,,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",NASA Goddard Space Flight Center,"Greenbelt, MD",USA
440,J. Michael,Bishop,2/22/1936,0000-00-00,USA,US,"York, PA",,,,male,1989,medicine,,2,"""for their discovery of the cellular origin of retroviral oncogenes""",University of California School of Medicine,"San Francisco, CA",USA
441,Harold E.,Varmus,12/18/1939,0000-00-00,USA,US,"Oceanside, NY",,,,male,1989,medicine,,2,"""for their discovery of the cellular origin of retroviral oncogenes""",University of California School of Medicine,"San Francisco, CA",USA
343,Carl Ferdinand,Cori,12/05/1896,10/20/1984,Austria-Hungary (now Czech Republic),CZ,Prague,USA,US,"Cambridge, MA",male,1947,medicine,,4,"""for their discovery of the course of the catalytic conversion of glycogen""",Washington University,"St. Louis, MO",USA
367,Severo,Ochoa,9/24/1905,11/1/1993,Spain,ES,Luarca,Spain,ES,Madrid,male,1959,medicine,,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""","New York University, College of Medicine","New York, NY",USA
368,Arthur,Kornberg,3/3/1918,10/26/2007,USA,US,"Brooklyn, NY",USA,US,"Stanford, CA",male,1959,medicine,,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",Stanford University,"Stanford, CA",USA
365,Edward Lawrie,Tatum,12/14/1909,11/5/1975,USA,US,"Boulder, CO",USA,US,"New York, NY",male,1958,medicine,,4,"""for their discovery that genes act by regulating definite chemical events""",Rockefeller Institute for Medical Research,"New York, NY",USA
364,George Wells,Beadle,10/22/1903,6/9/1989,USA,US,"Wahoo, NE",USA,US,"Pomona, CF",male,1958,medicine,,4,"""for their discovery that genes act by regulating definite chemical events""",California Institute of Technology (Caltech),"Pasadena, CA",USA
287,Paul D.,Boyer,7/31/1918,0000-00-00,USA,US,"Provo, UT",,,,male,1997,chemistry,,4,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",University of California,"Los Angeles, CA",USA
894,Eugene F.,Fama,2/14/1939,0000-00-00,USA,US,"Boston, MA",,,,male,2013,economics,,3,"""for their empirical analysis of asset prices""",University of Chicago,"Chicago, IL",USA
895,Lars Peter,Hansen,10/26/1952,0000-00-00,USA,US,"Urbana, IL",,,,male,2013,economics,,3,"""for their empirical analysis of asset prices""",University of Chicago,"Chicago, IL",USA
896,Robert J.,Shiller,3/29/1946,0000-00-00,USA,US,"Detroit, MI",,,,male,2013,economics,,3,"""for their empirical analysis of asset prices""",Yale University,"New Haven, CT",USA
872,Thomas J.,Sargent,7/19/1943,0000-00-00,USA,US,"Pasadena, CA",,,,male,2011,economics,,2,"""for their empirical research on cause and effect in the macroeconomy""",New York University,"New York, NY",USA
873,Christopher A.,Sims,10/21/1942,0000-00-00,USA,US,"Washington, DC",,,,male,2011,economics,,2,"""for their empirical research on cause and effect in the macroeconomy""",Princeton University,"Princeton, NJ",USA
98,Ivar,Giaever,4/5/1929,0000-00-00,Norway,NO,Bergen,,,,male,1973,physics,,4,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",General Electric Company,"Schenectady, NY",USA
97,Leo,Esaki,3/12/1925,0000-00-00,Japan,JP,Osaka,,,,male,1973,physics,,4,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",USA
44,Clinton Joseph,Davisson,10/22/1881,2/1/1958,USA,US,"Bloomington, IL",USA,US,"Charlottesville, VA",male,1937,physics,,2,"""for their experimental discovery of the diffraction of electrons by crystals""",Bell Telephone Laboratories,"New York, NY",USA
716,William,Vickrey,6/21/1914,10/11/1996,Canada,CA,"Victoria, BC",USA,US,"Harrison, NY",male,1996,economics,,2,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",Columbia University,"New York, NY",USA
109,John Hasbrouck,van Vleck,03/13/1899,10/27/1980,USA,US,"Middletown, CT",USA,US,"Cambridge, MA",male,1977,physics,,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Harvard University,"Cambridge, MA",USA
107,Philip Warren,Anderson,12/13/1923,0000-00-00,USA,US,"Indianapolis, IN",,,,male,1977,physics,,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Bell Telephone Laboratories,"Murray Hill, NJ",USA
85,Julian,Schwinger,2/12/1918,7/16/1994,USA,US,"New York, NY",USA,US,"Los Angeles, CA",male,1965,physics,,3,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",Harvard University,"Cambridge, MA",USA
86,Richard P.,Feynman,5/11/1918,2/15/1988,USA,US,"New York, NY",USA,US,"Los Angeles, CA",male,1965,physics,,3,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",California Institute of Technology (Caltech),"Pasadena, CA",USA
390,Marshall W.,Nirenberg,4/10/1927,1/15/2010,USA,US,"New York, NY",USA,US,"New York, NY",male,1968,medicine,,3,"""for their interpretation of the genetic code and its function in protein synthesis""",National Institutes of Health,"Bethesda, MD",USA
388,Robert W.,Holley,1/28/1922,2/11/1993,USA,US,"Urbana, IL",USA,US,"Los Gatos, CA",male,1968,medicine,,3,"""for their interpretation of the genetic code and its function in protein synthesis""",Cornell University,"Ithaca, NY",USA
389,Har Gobind,Khorana,1/9/1922,11/9/2011,India,IN,Raipur,USA,US,"Concord, MA",male,1968,medicine,,3,"""for their interpretation of the genetic code and its function in protein synthesis""",University of Wisconsin,"Madison, WI",USA
96,John Robert,Schrieffer,5/31/1931,0000-00-00,USA,US,"Oak Park, IL",,,,male,1972,physics,,3,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",University of Pennsylvania,"Philadelphia, PA",USA
95,Leon Neil,Cooper,2/28/1930,0000-00-00,USA,US,"New York, NY",,,,male,1972,physics,,3,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",Brown University,"Providence, RI",USA
66,John,Bardeen,5/23/1908,1/30/1991,USA,US,"Madison, WI",USA,US,"Boston, MA",male,1972,physics,,3,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",University of Illinois,"Urbana, IL",USA
262,Herbert A.,Hauptman,2/14/1917,10/23/2011,USA,US,"New York, NY",USA,US,"Buffalo, NY",male,1985,chemistry,,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",The Medical Foundation of Buffalo,"Buffalo, NY",USA
263,Jerome,Karle,6/18/1918,6/6/2013,USA,US,"New York, NY",,,,male,1985,chemistry,,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",US Naval Research Laboratory,"Washington, DC",USA
69,Tsung-Dao (T.D.),Lee,11/24/1926,0000-00-00,China,CN,Shanghai,,,,male,1957,physics,,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",Columbia University,"New York, NY",USA
68,Chen Ning,Yang,9/22/1922,0000-00-00,China,CN,"Hofei, Anhwei",,,,male,1957,physics,,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",Institute for Advanced Study,"Princeton, NJ",USA
711,John C.,Harsanyi,5/29/1920,8/9/2000,Hungary,HU,Budapest,USA,US,"Berkeley, CA",male,1994,economics,,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",University of California,"Berkeley, CA",USA
712,John F.,Nash Jr.,6/13/1928,5/23/2015,USA,US,"Bluefield, WV",USA,US,"New Jersey, NJ",male,1994,economics,,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",Princeton University,"Princeton, NJ",USA
682,Kenneth J.,Arrow,8/23/1921,0000-00-00,USA,US,"New York, NY",,,,male,1972,economics,,2,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",Harvard University,"Cambridge, MA",USA
138,Jerome I.,Friedman,3/28/1930,0000-00-00,USA,US,"Chicago, IL",,,,male,1990,physics,,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA
139,Henry W.,Kendall,12/9/1926,2/15/1999,USA,US,"Boston, MA",USA,US,"Wakulla Springs State Park, FL",male,1990,physics,,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA
140,Richard E.,Taylor,11/2/1929,0000-00-00,Canada,CA,"Medicine Hat, Alberta",,,,male,1990,physics,,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Stanford University,"Stanford, CA",USA
692,Theodore W.,Schultz,4/30/1902,2/26/1998,USA,US,"Arlington, SD",USA,US,"Evanston, IL",male,1979,economics,,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",University of Chicago,"Chicago, IL",USA
693,Sir Arthur,Lewis,1/23/1915,6/15/1991,British West Indies (now Saint Lucia),LC,Castries,Barbados,BB,Bridgetown,male,1979,economics,,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",Princeton University,"Princeton, NJ",USA
106,Samuel Chao Chung,Ting,1/27/1936,0000-00-00,USA,US,"Ann Arbor, MI",,,,male,1976,physics,,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA
105,Burton,Richter,3/22/1931,0000-00-00,USA,US,"Brooklyn, NY",,,,male,1976,physics,,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Stanford Linear Accelerator Center,"Stanford, CA",USA
705,Merton H.,Miller,5/16/1923,6/3/2000,USA,US,"Boston, MA",USA,US,"Chicago, IL",male,1990,economics,,3,"""for their pioneering work in the theory of financial economics""",University of Chicago,"Chicago, IL",USA
704,Harry M.,Markowitz,8/24/1927,0000-00-00,USA,US,"Chicago, IL",,,,male,1990,economics,,3,"""for their pioneering work in the theory of financial economics""",City University of New York,"New York, NY",USA
706,William F.,Sharpe,6/16/1934,0000-00-00,USA,US,"Boston, MA",,,,male,1990,economics,,3,"""for their pioneering work in the theory of financial economics""",Stanford University,"Stanford, CA",USA
206,Wendell Meredith,Stanley,8/16/1904,6/15/1971,USA,US,"Ridgeville, IN",Spain,ES,Salamanca,male,1946,chemistry,,4,"""for their preparation of enzymes and virus proteins in a pure form""",Rockefeller Institute for Medical Research,"Princeton, NJ",USA
205,John Howard,Northrop,07/05/1891,5/27/1987,USA,US,"Yonkers, NY",USA,US,"Wickenberg, AZ",male,1946,chemistry,,4,"""for their preparation of enzymes and virus proteins in a pure form""",Rockefeller Institute for Medical Research,"Princeton, NJ",USA
65,William Bradford,Shockley,2/13/1910,8/12/1989,United Kingdom,GB,London,USA,US,"Palo Alto, CA",male,1956,physics,,3,"""for their researches on semiconductors and their discovery of the transistor effect""","Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",USA
67,Walter Houser,Brattain,2/10/1902,10/13/1987,China,CN,Amoy,USA,US,"Seattle, WA",male,1956,physics,,3,"""for their researches on semiconductors and their discovery of the transistor effect""",Bell Telephone Laboratories,"Murray Hill, NJ",USA
66,John,Bardeen,5/23/1908,1/30/1991,USA,US,"Madison, WI",USA,US,"Boston, MA",male,1956,physics,,3,"""for their researches on semiconductors and their discovery of the transistor effect""",University of Illinois,"Urbana, IL",USA
258,Roald,Hoffmann,7/18/1937,0000-00-00,Poland (now Ukraine),UA,Zloczov,,,,male,1981,chemistry,,2,"""for their theories, developed independently, concerning the course of chemical reactions""",Cornell University,"Ithaca, NY",USA
282,Mario J.,Molina,3/19/1943,0000-00-00,Mexico,MX,Mexico City,,,,male,1995,chemistry,,3,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA
283,F. Sherwood,Rowland,6/28/1927,3/10/2012,USA,US,"Delaware, OH",USA,US,"Corona del Mar, CA",male,1995,chemistry,,3,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",University of California,"Irvine, CA",USA
741,William S.,Knowles,6/1/1917,6/13/2012,USA,US,"Taunton, MA",USA,US,"Chesterfield, MO",male,2001,chemistry,,4,"""for their work on chirally catalysed hydrogenation reactions""",,"St. Louis, MO",USA
929,F. Duncan M.,Haldane,0000/00/00,0000-00-00,United Kingdom,GB,London,,,,male,2016,physics,,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Princeton University,"Princeton, NJ",USA
930,J. Michael,Kosterlitz,0000/00/00,0000-00-00,United Kingdom,GB,Aberdeen,,,,male,2016,physics,,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Brown University,"Providence, RI",USA
928,David J.,Thouless,0000/00/00,0000-00-00,United Kingdom,GB,Bearsden,,,,male,2016,physics,,2,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",University of Washington,"Seattle, WA",USA
175,Theodore William,Richards,01/31/1868,4/2/2028,USA,US,"Germantown, PA",USA,US,"Cambridge, MA",male,1914,chemistry,,1,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",Harvard University,"Cambridge, MA",USA
306,Alexis,Carrel,06/28/1873,11/5/1944,France,FR,Sainte-Foy-l���s-Lyon,France,FR,Paris,male,1912,medicine,,1,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",Rockefeller Institute for Medical Research,"New York, NY",USA
511,Ralph,Bunche,8/7/1904,12/9/1971,USA,US,"Detroit, MI",USA,US,"New York, NY",male,1950,peace,,1,,Harvard University,"Cambridge, MA",USA
497,Nicholas Murray,Butler,04/02/1862,12/7/1947,USA,US,"Elizabeth, NJ",USA,US,"New York, NY",male,1931,peace,,2,,Columbia University,"New York, NY",USA
217,Linus Carl,Pauling,2/28/1901,8/19/1994,USA,US,"Portland, OR",USA,US,"Big Sur, CA",male,1962,peace,,1,,California Institute of Technology (Caltech),"Pasadena, CA",USA
